,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_ortho_init,params_vf_coef,state
198,198,17,14:31.9,16:06.4,0 days 00:01:34.454972,tanh,64,0.4,6.51E-08,0.98,0.9,0.000178803,0.7,5,1024,large,FALSE,0.000729665,PRUNED
309,309,17,35:23.6,38:24.7,0 days 00:03:01.025034,relu,64,0.2,2.12E-07,0.98,0.9,0.000166909,0.9,10,1024,large,FALSE,0.000545606,PRUNED
206,206,16,31:04.7,39:49.3,0 days 00:08:44.629385,relu,64,0.4,5.21E-08,0.99,0.99,0.001800828,2,10,2048,large,FALSE,0.000531362,COMPLETE
232,232,16,20:39.9,55:27.3,0 days 00:34:47.461874,relu,16,0.4,9.34E-08,0.95,0.999,0.000445283,2,10,8,large,FALSE,0.16631065,PRUNED
108,108,15,08:56.0,11:49.1,0 days 00:02:53.057637,tanh,64,0.4,1.78E-08,0.95,0.999,0.000737888,0.9,10,512,large,FALSE,0.00988326,PRUNED
152,152,15,19:18.8,48:23.7,0 days 00:29:04.936752,relu,64,0.4,2.53E-07,0.98,0.995,0.00022778,0.9,10,8,large,FALSE,0.055471872,PRUNED
303,303,15,36:50.4,54:42.2,0 days 00:17:51.822776,tanh,8,0.4,3.55E-08,0.92,0.99,0.000655723,0.5,10,8,large,FALSE,0.003211546,PRUNED
306,306,15,08:46.8,09:29.3,0 days 00:00:42.493953,relu,64,0.4,1.37E-07,0.98,0.95,0.000241752,0.6,1,512,small,FALSE,0.005569274,PRUNED
243,243,14,09:03.9,16:00.6,0 days 00:06:56.659497,relu,16,0.4,9.23E-07,0.95,0.999,0.000643888,1,5,32,large,FALSE,0.040247779,PRUNED
337,337,14,04:09.0,07:23.5,0 days 00:03:14.521351,relu,64,0.4,1.36E-07,0.98,0.9,2.36E-05,0.7,10,2048,large,FALSE,0.004588188,PRUNED
128,128,13,19:52.2,21:26.4,0 days 00:01:34.268725,tanh,64,0.2,9.16E-08,0.92,0.9,0.00064728,0.9,5,2048,large,FALSE,0.000641406,PRUNED
265,265,12,58:33.2,08:48.6,0 days 00:10:15.398156,tanh,16,0.4,1.14E-06,1,0.995,0.000393779,0.7,5,512,large,FALSE,0.003811032,COMPLETE
119,119,9,55:06.7,29:51.8,0 days 00:34:45.022041,relu,64,0.4,1.64E-07,1,0.995,0.001278201,1,10,8,large,FALSE,0.000522757,PRUNED
245,245,8,22:16.7,24:13.1,0 days 00:01:56.462774,relu,64,0.1,3.00E-07,0.98,0.9,0.000300071,1,5,2048,large,FALSE,0.042892638,PRUNED
1,1,1,04:23.3,18:32.3,0 days 00:14:09.011990,relu,256,0.2,0.000152563,0.9,0.98,0.737821725,0.8,5,16,medium,TRUE,4.91E-07,COMPLETE
2,2,1,18:32.3,32:45.7,0 days 00:14:13.435013,tanh,32,0.2,1.11E-06,0.98,0.995,0.012585769,0.3,10,2048,medium,FALSE,1.69E-07,COMPLETE
33,33,1,39:24.7,42:49.9,0 days 00:03:25.172311,relu,32,0.4,1.09E-07,0.9,0.98,0.005011037,1,5,32,medium,FALSE,0.048569545,PRUNED
37,37,1,56:34.3,59:44.5,0 days 00:03:10.236787,tanh,32,0.4,1.01E-08,0.92,0.95,0.00074252,1,5,32,large,TRUE,3.85E-05,PRUNED
229,229,1,01:23.5,05:00.8,0 days 00:03:37.313917,tanh,64,0.4,7.48E-08,1,0.995,0.059299227,5,10,2048,large,FALSE,0.003570999,PRUNED
257,257,1,54:25.0,01:09.1,0 days 00:06:44.081796,relu,64,0.4,2.74E-07,0.98,0.995,0.005826308,0.9,10,16,small,FALSE,0.000382949,PRUNED
268,268,1,13:26.0,15:42.5,0 days 00:02:16.523149,tanh,64,0.4,4.67E-08,0.98,0.995,0.915677813,0.9,5,2048,large,TRUE,0.014230317,PRUNED
327,327,1,21:10.9,23:48.5,0 days 00:02:37.574310,relu,128,0.4,2.71E-07,0.98,0.995,0.001134872,0.6,10,512,large,FALSE,0.000879096,PRUNED
3,3,0,32:45.7,34:30.2,0 days 00:01:44.457490,tanh,256,0.1,1.64E-06,1,0.999,0.491745281,0.3,1,128,medium,TRUE,5.13E-05,COMPLETE
4,4,0,34:30.2,37:02.9,0 days 00:02:32.752593,tanh,32,0.2,0.040308013,0.95,0.9999,1.96E-05,1,1,32,large,TRUE,0.032261323,COMPLETE
29,29,0,15:20.7,17:43.3,0 days 00:02:22.590247,tanh,8,0.1,3.46E-07,1,0.9999,4.92E-05,0.6,1,32,large,FALSE,0.170634196,PRUNED
36,36,0,53:14.6,56:34.3,0 days 00:03:19.654058,relu,8,0.2,1.08E-06,0.95,0.999,0.020557464,0.8,1,128,large,FALSE,0.021179336,PRUNED
46,46,0,42:45.7,43:31.8,0 days 00:00:46.108298,relu,64,0.4,1.90E-06,0.99,0.995,0.000122161,5,1,256,small,TRUE,0.00248442,PRUNED
51,51,0,20:21.9,21:30.5,0 days 00:01:08.589034,relu,512,0.4,8.83E-08,0.99,0.99,9.24E-05,2,10,256,small,FALSE,0.073223327,PRUNED
52,52,0,21:30.5,22:38.6,0 days 00:01:08.040507,relu,512,0.4,4.76E-08,0.99,0.99,7.69E-05,2,10,256,small,FALSE,0.127359904,PRUNED
67,67,0,52:35.3,53:28.0,0 days 00:00:52.752524,tanh,64,0.3,2.45E-08,0.98,0.995,3.76E-05,0.9,1,512,large,FALSE,0.010805751,PRUNED
239,239,0,46:35.7,47:58.5,0 days 00:01:22.775569,tanh,64,0.4,3.48E-06,0.98,0.995,1.65E-05,2,5,512,small,FALSE,0.024854989,PRUNED
254,254,0,35:26.5,51:34.9,0 days 00:16:08.478005,relu,16,0.4,4.87E-08,0.98,0.995,0.002881926,0.9,10,512,large,FALSE,0.075632686,PRUNED
293,293,0,46:02.8,49:26.6,0 days 00:03:23.874102,tanh,64,0.4,0.000113043,0.98,0.995,0.381642332,0.5,10,256,medium,FALSE,0.004248379,PRUNED
297,297,0,09:14.9,21:13.0,0 days 00:11:58.046671,relu,16,0.4,4.99E-07,1,0.995,0.000363823,0.9,10,2048,large,FALSE,0.399410112,PRUNED
312,312,0,44:35.1,47:49.7,0 days 00:03:14.589641,tanh,64,0.4,6.23E-08,0.98,0.995,0.009531348,0.7,10,64,large,FALSE,0.017176303,PRUNED
321,321,0,29:18.6,34:42.1,0 days 00:05:23.478980,tanh,64,0.3,6.50E-07,0.98,0.995,0.003518504,0.9,20,512,large,FALSE,0.001321347,PRUNED
332,332,0,37:33.3,38:19.9,0 days 00:00:46.611287,relu,64,0.4,2.89E-08,0.98,0.9999,5.36E-05,0.8,1,512,small,FALSE,0.00308774,PRUNED
340,340,0,19:39.0,22:45.7,0 days 00:03:06.634300,tanh,64,0.4,7.22E-08,0.98,0.995,1.10E-05,0.9,10,512,large,FALSE,0.001224699,PRUNED
