,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_rate,params_learning_starts,params_net_arch,params_subsample_steps,params_target_update_interval,params_train_freq,state
1446,1446,13,54:56.3,57:09.0,0 days 00:02:12.730736,512,1000000,0.006099852,0.003535246,0.99,2.82E-05,10000,large,1,5000,4,PRUNED
1572,1572,13,05:07.2,06:36.4,0 days 00:01:29.134525,128,50000,0.007691287,0.002983281,0.9999,0.001125244,10000,small,1,5000,1,PRUNED
1875,1875,13,13:34.1,15:10.7,0 days 00:01:36.645372,512,100000,0.024895175,0.008963477,0.9,2.52E-05,20000,tiny,1,5000,16,PRUNED
2046,2046,13,48:48.9,50:10.6,0 days 00:01:21.751000,512,100000,0.006929648,0.004511693,0.9,0.000450054,5000,medium,2,15000,128,PRUNED
2229,2229,13,11:23.9,12:37.1,0 days 00:01:13.215675,128,50000,0.00896493,0.018785521,0.995,0.000248619,0,large,2,5000,16,PRUNED
2316,2316,13,47:44.3,49:42.6,0 days 00:01:58.305761,512,100000,0.006158794,0.025958557,0.99,0.000211705,5000,tiny,1,15000,1,PRUNED
2438,2438,13,37:41.9,39:19.8,0 days 00:01:37.917620,256,100000,0.008632934,0.023390043,0.9,5.73E-05,1000,tiny,1,5000,1,PRUNED
2492,2492,13,17:02.4,18:51.4,0 days 00:01:48.965402,512,50000,0.024326652,0.018512605,0.9,0.000117916,10000,tiny,1,15000,256,PRUNED
2602,2602,13,53:04.6,54:01.5,0 days 00:00:56.892304,512,1000000,0.090955978,0.020304313,0.9,0.000509702,10000,small,4,5000,16,PRUNED
2860,2860,13,04:24.6,06:39.5,0 days 00:02:14.844417,512,100000,0.006037876,0.002913777,0.9,0.001857029,1000,medium,1,15000,256,PRUNED
2981,2981,13,58:51.5,00:07.7,0 days 00:01:16.172563,512,10000,0.01451462,0.042152075,0.9,0.000116266,1000,small,2,5000,16,PRUNED
3053,3053,13,11:32.9,13:26.1,0 days 00:01:53.135683,512,10000,0.057657837,0.090546885,0.995,0.005356736,1000,tiny,1,15000,1,PRUNED
3076,3076,13,53:13.9,55:27.8,0 days 00:02:13.944472,512,10000,0.001693521,0.013186622,0.9,0.000193027,1000,medium,1,5000,1,PRUNED
3082,3082,13,07:39.1,08:34.6,0 days 00:00:55.522918,512,10000,0.100118661,0.002552936,0.9,0.000436804,1000,small,4,5000,128,PRUNED
3158,3158,13,39:35.4,41:31.9,0 days 00:01:56.498022,512,10000,0.00396111,0.090235512,0.9,0.001374157,1000,tiny,1,5000,128,PRUNED
3315,3315,13,28:03.9,29:20.3,0 days 00:01:16.356749,128,100000,0.126311548,0.249551689,0.9,0.001303562,1000,small,2,15000,16,PRUNED
3349,3349,13,38:17.1,39:16.8,0 days 00:00:59.744768,512,100000,0.002454534,0.391193655,0.9,0.000556174,10000,medium,4,5000,4,PRUNED
3366,3366,13,09:11.7,11:27.9,0 days 00:02:16.254755,512,100000,0.002437585,0.09239209,0.999,0.000401729,1000,medium,1,5000,1,PRUNED
3385,3385,13,45:19.6,47:32.5,0 days 00:02:12.905590,512,100000,0.002059005,0.143242556,0.9,0.000429303,1000,medium,1,15000,8,PRUNED
3402,3402,13,22:30.9,24:34.0,0 days 00:02:03.147886,512,100000,0.002954235,0.11991563,0.999,0.00032706,10000,medium,1,15000,8,PRUNED
3413,3413,13,45:28.8,47:00.6,0 days 00:01:31.838361,100,100000,0.002754639,0.187067551,0.95,0.000399447,10000,medium,1,15000,8,PRUNED
3444,3444,13,48:33.8,50:07.9,0 days 00:01:34.062651,100,100000,0.002318187,0.43866278,0.999,0.000595001,0,medium,1,15000,8,PRUNED
3547,3547,13,03:54.9,04:54.1,0 days 00:00:59.171574,512,100000,0.001074703,0.108881938,0.9,0.000647698,1000,large,8,15000,8,PRUNED
3569,3569,13,52:44.7,54:57.7,0 days 00:02:13.007789,512,100000,0.011767131,0.007428174,0.9,3.42E-05,5000,large,1,10000,8,PRUNED
33,33,12,24:46.5,26:23.2,0 days 00:01:36.689911,16,1000000,0.195209503,0.144669379,0.9,0.000416295,10000,small,2,20000,8,PRUNED
48,48,12,49:34.8,50:57.9,0 days 00:01:23.054474,100,1000000,0.168515886,0.006730871,0.999,0.000106419,10000,small,1,15000,1,PRUNED
59,59,12,04:01.1,05:09.9,0 days 00:01:08.849370,256,100000,0.049540704,0.276866241,0.98,0.000875875,10000,large,2,5000,256,PRUNED
62,62,12,08:41.7,09:53.6,0 days 00:01:11.830714,256,1000000,0.087004588,0.117087802,0.9,0.000356685,10000,large,2,5000,8,PRUNED
99,99,12,41:44.2,43:48.2,0 days 00:02:03.967408,256,100000,0.05302303,0.073576929,0.99,0.001263195,20000,medium,2,10000,16,COMPLETE
119,119,12,28:00.7,29:35.9,0 days 00:01:35.256821,64,1000000,0.023567711,0.045202099,0.95,0.000244193,5000,large,1,15000,8,PRUNED
127,127,12,48:24.1,51:17.7,0 days 00:02:53.625880,32,1000000,0.101450743,0.180667753,0.999,0.000365043,5000,large,1,15000,8,COMPLETE
170,170,12,18:20.6,20:04.8,0 days 00:01:44.224680,256,10000,0.051231938,0.138148094,0.999,0.001218927,5000,medium,1,5000,256,PRUNED
189,189,12,58:51.9,00:34.3,0 days 00:01:42.348434,256,50000,0.055630978,0.21655136,0.95,0.001006261,5000,medium,1,5000,16,PRUNED
217,217,12,52:21.5,53:20.9,0 days 00:00:59.334450,128,10000,0.077881294,0.118814529,0.999,0.000951103,10000,small,2,15000,8,PRUNED
223,223,12,02:42.6,04:27.1,0 days 00:01:44.549259,256,10000,0.072196401,0.087846844,0.999,0.001304834,5000,medium,1,15000,16,PRUNED
235,235,12,25:47.1,27:44.5,0 days 00:01:57.464114,256,50000,0.060349983,0.276518421,0.999,0.002456757,5000,large,2,15000,1,PRUNED
275,275,12,57:00.9,00:19.6,0 days 00:03:18.782236,256,10000,0.011003817,0.079977791,0.95,0.000234174,5000,medium,1,5000,256,COMPLETE
278,278,12,04:37.3,06:25.6,0 days 00:01:48.297869,256,10000,0.042875007,0.073162457,0.999,0.000600219,10000,large,1,5000,16,PRUNED
293,293,12,33:05.4,34:31.9,0 days 00:01:26.502733,256,50000,0.044998319,0.004588998,0.98,0.00017607,10000,tiny,1,1000,4,PRUNED
310,310,12,06:08.4,07:58.3,0 days 00:01:49.914434,256,1000000,0.005441156,0.02310389,0.995,0.000729498,10000,large,1,15000,16,PRUNED
362,362,12,59:45.3,00:29.9,0 days 00:00:44.673501,128,1000000,0.02341697,0.014256463,0.9,0.001360196,20000,medium,8,5000,16,PRUNED
411,411,12,14:03.5,15:55.7,0 days 00:01:52.266156,512,100000,0.015085776,0.004058158,0.9,0.00069116,1000,small,1,5000,1,PRUNED
545,545,12,38:24.4,39:57.6,0 days 00:01:33.226907,32,50000,0.013224913,0.002775047,0.9,0.000983575,1000,small,4,1,1,PRUNED
549,549,12,44:20.3,46:21.4,0 days 00:02:01.117002,512,50000,0.010254319,0.002985953,0.9,0.00041697,1000,small,8,1,1,PRUNED
639,639,12,54:30.0,55:33.8,0 days 00:01:03.823904,128,50000,0.08963574,0.00517872,0.9,0.000484352,0,large,4,1,128,PRUNED
741,741,12,35:15.0,36:35.9,0 days 00:01:20.901681,100,50000,0.002055534,0.420490001,0.999,0.000474236,10000,tiny,1,5000,1,PRUNED
817,817,12,07:00.2,08:55.0,0 days 00:01:54.717143,512,10000,0.008310875,0.00661013,0.98,0.003480613,5000,small,1,10000,128,PRUNED
823,823,12,19:18.9,21:23.9,0 days 00:02:05.014255,512,50000,0.009665766,0.233892242,0.999,0.005520741,5000,small,1,1,4,PRUNED
838,838,12,51:51.1,53:36.3,0 days 00:01:45.244887,512,50000,0.007803011,0.002575363,0.95,0.000448126,10000,small,1,15000,256,PRUNED
943,943,12,32:37.0,33:21.6,0 days 00:00:44.542526,256,100000,0.019660562,0.00417006,0.9999,0.001504792,1000,tiny,8,5000,16,PRUNED
949,949,12,45:40.6,46:30.7,0 days 00:00:50.014265,256,10000,0.005336376,0.102072286,0.95,0.001251327,1000,tiny,4,5000,256,PRUNED
1007,1007,12,51:53.3,53:46.0,0 days 00:01:52.716514,256,50000,0.034728942,0.004289397,0.9999,0.000245101,1000,large,1,15000,256,PRUNED
1041,1041,12,00:06.4,03:42.6,0 days 00:03:36.184751,512,10000,0.006803237,0.006327598,0.9,0.003481139,10000,small,1,5000,4,COMPLETE
1070,1070,12,08:16.2,09:06.1,0 days 00:00:49.900203,512,10000,0.019078556,0.460872938,0.999,0.00141576,10000,tiny,4,15000,256,PRUNED
1076,1076,12,21:16.8,23:46.6,0 days 00:02:29.832388,512,50000,0.009223727,0.004701125,0.999,0.002641246,1000,large,1,5000,4,PRUNED
1089,1089,12,46:13.4,47:52.5,0 days 00:01:39.110837,128,10000,0.010870714,0.004999968,0.95,0.000235089,1000,small,1,5000,4,PRUNED
1096,1096,12,00:10.1,01:30.4,0 days 00:01:20.379269,64,10000,0.00814292,0.179490611,0.9,0.000105021,1000,tiny,1,20000,4,PRUNED
1100,1100,12,09:39.2,11:24.0,0 days 00:01:44.846359,128,50000,0.015544494,0.005414198,0.9,0.003762763,5000,large,1,5000,128,PRUNED
1139,1139,12,30:58.1,35:18.5,0 days 00:04:20.385813,512,10000,0.017968268,0.12516516,0.9,0.001692915,1000,medium,1,5000,1,COMPLETE
1157,1157,12,09:38.1,11:14.6,0 days 00:01:36.416483,64,50000,0.001811261,0.012824928,0.999,0.000451771,1000,medium,8,5000,1,PRUNED
1161,1161,12,17:53.9,19:04.3,0 days 00:01:10.473966,512,100000,0.124208054,0.106173464,0.999,0.000982528,1000,tiny,2,10000,256,PRUNED
1170,1170,12,36:24.2,37:43.6,0 days 00:01:19.433856,16,100000,0.01627934,0.001181247,0.9,0.000943027,1000,small,1,5000,128,PRUNED
1171,1171,12,37:43.6,39:33.5,0 days 00:01:49.917631,512,50000,0.009626086,0.005884532,0.9,0.000368525,1000,tiny,8,5000,1,PRUNED
1192,1192,12,17:43.2,19:31.7,0 days 00:01:48.502437,512,100000,0.011133673,0.498833693,0.999,0.001247952,0,small,1,20000,16,PRUNED
1213,1213,12,00:33.1,02:11.9,0 days 00:01:38.791675,256,100000,0.011556171,0.040729327,0.98,5.38E-05,1000,small,1,5000,1,PRUNED
1216,1216,12,05:14.8,06:07.3,0 days 00:00:52.536646,512,100000,0.027936266,0.17430823,0.9,0.001535585,1000,tiny,4,15000,256,PRUNED
1226,1226,12,25:10.5,26:34.9,0 days 00:01:24.338637,128,50000,0.060072515,0.063730312,0.95,0.001802,1000,tiny,1,1000,128,PRUNED
1250,1250,12,16:02.0,17:47.1,0 days 00:01:45.042674,512,100000,0.039437051,0.395185812,0.995,0.000546676,10000,small,1,5000,16,PRUNED
1313,1313,12,23:39.7,24:35.2,0 days 00:00:55.496362,512,50000,0.007167515,0.002415803,0.9,0.00127323,5000,tiny,4,5000,16,PRUNED
1458,1458,12,23:47.3,25:25.5,0 days 00:01:38.159213,512,50000,0.096577148,0.315160507,0.9,1.86E-05,20000,small,1,5000,256,PRUNED
1478,1478,12,06:07.3,07:12.0,0 days 00:01:04.757116,512,10000,0.00908163,0.004413011,0.95,0.001491086,1000,tiny,8,5000,4,PRUNED
1552,1552,12,26:46.5,28:36.5,0 days 00:01:50.013057,128,100000,0.006960287,0.006682313,0.99,0.000145313,5000,large,1,5000,128,PRUNED
1561,1561,12,44:34.8,46:04.3,0 days 00:01:29.452952,256,10000,0.009787854,0.10873457,0.9,0.000103869,10000,small,1,5000,128,PRUNED
1671,1671,12,18:06.9,21:34.9,0 days 00:03:27.964203,512,1000000,0.009937288,0.004257376,0.9,0.002178809,1000,tiny,1,5000,16,COMPLETE
1694,1694,12,05:54.3,07:40.3,0 days 00:01:46.001248,100,100000,0.007993884,0.099812979,0.98,0.001368908,1000,tiny,1,5000,1000,PRUNED
1703,1703,12,25:26.1,27:44.1,0 days 00:02:17.927695,512,10000,0.008697032,0.175491685,0.995,0.001633003,1000,medium,1,20000,16,PRUNED
1732,1732,12,20:35.4,22:46.3,0 days 00:02:10.849591,512,100000,0.020699053,0.007755009,0.9,0.001818232,5000,medium,1,5000,16,PRUNED
1736,1736,12,28:01.4,29:32.2,0 days 00:01:30.776292,16,100000,0.030631755,0.257333881,0.9,0.000356078,1000,tiny,1,5000,1,PRUNED
1738,1738,12,31:53.9,33:53.5,0 days 00:01:59.597926,256,100000,0.012689679,0.12088699,0.9,1.41E-05,1000,medium,2,5000,1,PRUNED
1766,1766,12,28:45.6,30:13.0,0 days 00:01:27.445764,128,100000,0.080380163,0.001306157,0.999,0.001050441,1000,tiny,1,5000,4,PRUNED
1776,1776,12,54:29.8,56:09.6,0 days 00:01:39.762090,256,100000,0.010749502,0.005760721,0.9,4.99E-05,1000,small,8,5000,1,PRUNED
1818,1818,12,18:47.4,20:31.4,0 days 00:01:44.014744,512,1000000,0.035809673,0.03625599,0.9,5.08E-05,10000,tiny,1,5000,16,PRUNED
1857,1857,12,39:25.9,41:44.6,0 days 00:02:18.697259,512,100000,0.046408389,0.01882811,0.9,0.000554893,1000,medium,2,15000,1,PRUNED
1864,1864,12,53:07.7,54:49.1,0 days 00:01:41.355268,512,100000,0.01765045,0.001289587,0.9,0.001173571,1000,tiny,1,5000,1000,PRUNED
1867,1867,12,57:45.4,59:44.2,0 days 00:01:58.734003,128,100000,0.006112008,0.10949032,0.98,0.000992921,1000,large,1,5000,1,PRUNED
1891,1891,12,47:13.3,48:58.3,0 days 00:01:44.945919,64,10000,0.004630181,0.122557666,0.9999,0.000984574,1000,large,1,5000,1,PRUNED
1948,1948,12,44:05.2,45:55.0,0 days 00:01:49.787953,512,10000,0.013487301,0.042520636,0.9,0.000544126,5000,tiny,8,15000,1,PRUNED
1961,1961,12,07:49.6,09:37.1,0 days 00:01:47.584148,512,10000,0.016470818,0.023577412,0.9,3.07E-05,5000,tiny,8,20000,1,PRUNED
2004,2004,12,28:49.7,30:53.2,0 days 00:02:03.509420,512,10000,0.004033396,0.118033044,0.99,0.000904993,10000,medium,1,20000,128,PRUNED
2010,2010,12,39:29.4,41:30.1,0 days 00:02:00.721820,512,100000,0.003309438,0.367129613,0.99,0.001203153,10000,medium,1,5000,128,PRUNED
2017,2017,12,52:05.0,53:51.2,0 days 00:01:46.257798,256,1000000,0.003819534,0.010135519,0.99,6.39E-05,10000,medium,1,1,16,PRUNED
2051,2051,12,57:14.2,59:32.2,0 days 00:02:17.991390,512,100000,0.086925468,0.005456738,0.9,0.002848204,5000,large,1,5000,16,PRUNED
2208,2208,12,43:40.8,47:43.9,0 days 00:04:03.047458,256,100000,0.001470834,0.006323775,0.9,0.00365966,1000,large,4,15000,1,COMPLETE
2240,2240,12,31:04.8,32:41.3,0 days 00:01:36.593576,100,50000,0.092277701,0.137013805,0.9,0.001434251,20000,medium,1,1,128,PRUNED
2248,2248,12,44:13.9,45:22.5,0 days 00:01:08.560754,512,100000,0.081643603,0.110736166,0.999,0.000194539,10000,tiny,2,1000,256,PRUNED
2324,2324,12,00:58.3,02:58.9,0 days 00:02:00.605023,512,100000,0.043588393,0.185715162,0.999,0.001356948,1000,tiny,1,15000,1,PRUNED
2348,2348,12,46:04.5,46:57.5,0 days 00:00:53.039985,256,100000,0.009277058,0.00278648,0.99,0.004933443,10000,small,4,5000,16,PRUNED
2383,2383,12,52:37.2,54:38.0,0 days 00:02:00.874324,512,1000000,0.026762377,0.005334775,0.999,0.00156552,1000,medium,1,1000,1000,PRUNED
2470,2470,12,36:38.4,37:31.2,0 days 00:00:52.801839,256,10000,0.149040509,0.072292384,0.9,0.000369479,1000,tiny,4,15000,16,PRUNED
2475,2475,12,44:17.0,46:37.6,0 days 00:02:20.553356,512,50000,0.009878376,0.001741306,0.999,0.001103996,1000,medium,1,5000,16,PRUNED
2538,2538,12,47:44.0,49:27.8,0 days 00:01:43.716992,128,100000,0.102433529,0.133338852,0.99,0.001255733,1000,medium,1,20000,1,PRUNED
2556,2556,12,20:38.3,22:23.5,0 days 00:01:45.206485,512,100000,0.125092779,0.003788063,0.9,3.80E-05,1000,tiny,1,5000,128,PRUNED
2558,2558,12,26:45.8,28:15.0,0 days 00:01:29.224065,128,100000,0.065835731,0.031311571,0.95,0.001003395,10000,tiny,1,5000,16,PRUNED
2563,2563,12,39:32.7,41:24.0,0 days 00:01:51.285036,512,10000,0.016331087,0.158185937,0.9,0.001649807,10000,small,4,5000,128,COMPLETE
2567,2567,12,46:29.4,47:54.5,0 days 00:01:25.086592,512,1000000,0.014998351,0.146309973,0.9,8.31E-05,0,medium,2,20000,16,PRUNED
2570,2570,12,50:04.5,51:44.2,0 days 00:01:39.620474,128,100000,0.116648457,0.120750997,0.9,0.000424633,5000,small,1,1,1,PRUNED
2573,2573,12,55:42.1,57:21.7,0 days 00:01:39.584095,256,100000,0.028133104,0.010938685,0.9,0.001919703,1000,small,1,5000,8,PRUNED
2587,2587,12,23:08.3,23:57.2,0 days 00:00:48.952629,512,1000000,0.001868494,0.034011166,0.999,0.001796731,5000,tiny,8,5000,128,PRUNED
2589,2589,12,25:48.2,27:31.7,0 days 00:01:43.501939,32,50000,0.003818741,0.004442287,0.9,0.000417818,1000,large,4,5000,1,PRUNED
2598,2598,12,44:28.4,47:00.4,0 days 00:02:31.939597,16,10000,0.01050941,0.029679402,0.999,0.000931427,10000,tiny,1,5000,16,COMPLETE
2615,2615,12,19:17.6,20:16.4,0 days 00:00:58.829333,512,10000,0.058642282,0.39402333,0.9,0.001003973,1000,medium,4,15000,256,PRUNED
2643,2643,12,14:29.0,15:13.8,0 days 00:00:44.852504,128,100000,0.167679886,0.0055195,0.9,0.001045663,1000,tiny,8,20000,128,PRUNED
2653,2653,12,31:52.5,33:24.4,0 days 00:01:31.928220,128,100000,0.00565592,0.004266612,0.95,0.001567606,10000,small,1,5000,1,PRUNED
2703,2703,12,01:49.3,04:10.5,0 days 00:02:21.150778,512,10000,0.004654728,0.194634278,0.9999,0.002146697,5000,large,1,5000,16,PRUNED
2735,2735,12,02:36.1,04:02.4,0 days 00:01:26.290290,32,10000,0.104298895,0.004568925,0.9,0.006655318,20000,medium,1,5000,256,PRUNED
2768,2768,12,10:37.4,11:59.6,0 days 00:01:22.164538,512,10000,0.128589476,0.079049531,0.98,0.001893606,10000,medium,2,5000,16,PRUNED
2769,2769,12,11:59.6,13:28.7,0 days 00:01:29.113009,128,100000,0.083685771,0.031377286,0.99,0.000484521,5000,tiny,1,15000,1,PRUNED
2781,2781,12,35:26.9,36:14.2,0 days 00:00:47.308330,100,100000,0.012715176,0.003799205,0.999,0.003269281,5000,large,8,5000,16,PRUNED
2789,2789,12,52:19.9,53:45.9,0 days 00:01:25.991051,128,50000,0.008257922,0.28399603,0.9999,9.35E-05,1000,small,1,5000,16,PRUNED
2805,2805,12,20:23.2,22:21.2,0 days 00:01:58.063554,512,10000,0.002487394,0.001779765,0.95,0.002581113,1000,small,1,5000,1,PRUNED
2807,2807,12,24:12.4,26:12.6,0 days 00:02:00.224931,512,1000000,0.004100791,0.18962719,0.995,0.000904728,5000,medium,1,15000,1000,PRUNED
2908,2908,12,37:08.8,38:01.4,0 days 00:00:52.579356,32,10000,0.122162635,0.002331377,0.999,0.000385219,10000,large,4,15000,16,PRUNED
2994,2994,12,20:36.5,22:12.6,0 days 00:01:36.076726,32,10000,0.109550591,0.003501815,0.9,0.003189365,1000,medium,1,5000,128,PRUNED
3032,3032,12,26:38.2,27:58.2,0 days 00:01:19.946608,16,10000,0.012825807,0.063487911,0.9,0.001652843,1000,tiny,1,5000,128,PRUNED
3060,3060,12,22:58.5,24:29.8,0 days 00:01:31.245398,256,100000,0.004900651,0.456760233,0.9,0.000299454,0,small,1,5000,128,PRUNED
3118,3118,12,20:04.8,22:15.2,0 days 00:02:10.382595,512,10000,0.006658345,0.048915038,0.999,0.000948878,1000,medium,1,5000,128,PRUNED
3159,3159,12,41:31.9,43:21.6,0 days 00:01:49.684284,512,100000,0.002414093,0.00340104,0.9,0.000769873,10000,small,1,5000,1,PRUNED
3171,3171,12,01:49.7,03:22.7,0 days 00:01:32.965132,256,50000,0.046173234,0.072478468,0.999,0.000546207,10000,tiny,1,5000,1,PRUNED
3181,3181,12,20:24.3,22:02.6,0 days 00:01:38.283477,100,50000,0.005224358,0.001347547,0.999,0.005004876,1000,medium,1,5000,16,PRUNED
3350,3350,12,39:16.8,40:42.3,0 days 00:01:25.491000,100,50000,0.030482648,0.119160056,0.9,0.000114606,1000,tiny,1,5000,1,PRUNED
3361,3361,12,59:08.1,00:36.8,0 days 00:01:28.639990,64,10000,0.19510369,0.069253334,0.9,0.001252825,1000,tiny,1,15000,16,PRUNED
3496,3496,12,27:18.0,28:43.0,0 days 00:01:25.052031,16,100000,0.001749994,0.246625807,0.999,0.000173637,0,medium,1,1000,16,PRUNED
3497,3497,12,28:43.0,30:51.0,0 days 00:02:07.953840,512,100000,0.005382758,0.008628849,0.98,0.000481044,5000,medium,1,15000,256,PRUNED
3510,3510,12,53:27.3,54:22.3,0 days 00:00:55.007936,64,100000,0.045834674,0.109418911,0.9,0.000702493,5000,medium,8,20000,16,PRUNED
3570,3570,12,54:57.8,56:42.3,0 days 00:01:44.521441,128,100000,0.014988778,0.008634972,0.99,0.000810745,5000,large,1,10000,8,PRUNED
15,15,11,55:43.6,57:52.6,0 days 00:02:09.045738,128,1000000,0.186266721,0.029593444,0.9,0.003613163,0,large,2,1000,8,COMPLETE
36,36,11,29:02.3,30:20.0,0 days 00:01:17.764025,16,1000000,0.134344741,0.020087323,0.995,0.000667838,10000,small,4,20000,8,PRUNED
64,64,11,11:05.4,13:06.4,0 days 00:02:01.015336,100,1000000,0.110424343,0.197042518,0.9999,0.000703673,10000,large,2,10000,8,COMPLETE
117,117,11,26:02.0,26:47.5,0 days 00:00:45.517445,256,1000000,0.121214513,0.051760347,0.9,0.000383412,10000,large,8,10000,128,PRUNED
162,162,11,02:16.1,03:59.9,0 days 00:01:43.751818,256,10000,0.111742948,0.106065552,0.999,0.003074463,5000,medium,1,15000,16,PRUNED
164,164,11,05:44.5,07:26.2,0 days 00:01:41.793408,256,10000,0.043403917,0.120583869,0.999,0.00136641,5000,medium,1,15000,16,PRUNED
181,181,11,43:24.7,45:06.7,0 days 00:01:42.052182,256,1000000,0.122666043,0.002206662,0.999,0.00075534,5000,medium,1,5000,256,PRUNED
194,194,11,09:09.0,12:26.0,0 days 00:03:17.021694,256,10000,0.007946385,0.123920225,0.999,0.00177225,5000,medium,1,15000,16,COMPLETE
289,289,11,27:51.3,28:46.2,0 days 00:00:54.823884,512,10000,0.05361254,0.098284524,0.999,0.000743352,5000,medium,8,5000,16,PRUNED
305,305,11,53:47.9,56:54.5,0 days 00:03:06.578093,100,10000,0.03971112,0.124202169,0.999,0.000523973,10000,large,1,5000,128,COMPLETE
439,439,11,45:18.6,47:07.2,0 days 00:01:48.596117,512,100000,0.010190867,0.00266462,0.9,1.33E-05,1000,tiny,1,5000,1,PRUNED
455,455,11,28:52.6,30:48.7,0 days 00:01:56.111524,512,100000,0.007302245,0.006201005,0.95,0.000265393,1000,tiny,1,5000,1,PRUNED
522,522,11,49:30.7,50:29.9,0 days 00:00:59.108733,512,100000,0.008539261,0.00403084,0.9,0.00043679,1000,small,8,5000,4,PRUNED
595,595,11,25:23.4,26:18.9,0 days 00:00:55.483437,512,50000,0.004881194,0.004490102,0.9,0.001051145,10000,small,4,5000,4,PRUNED
678,678,11,15:21.2,17:10.9,0 days 00:01:49.641332,512,100000,0.002083354,0.27979968,0.9,8.09E-05,1000,tiny,1,5000,1,PRUNED
768,768,11,29:43.1,30:33.7,0 days 00:00:50.637093,512,1000000,0.049975024,0.004379877,0.999,0.000822619,1000,large,8,5000,128,PRUNED
777,777,11,46:24.9,47:40.4,0 days 00:01:15.593576,64,1000000,0.011135718,0.092866816,0.95,0.000365514,10000,tiny,1,15000,128,PRUNED
821,821,11,15:29.3,16:21.0,0 days 00:00:51.648679,512,1000000,0.0491336,0.00369776,0.99,0.001283312,10000,large,8,5000,8,PRUNED
864,864,11,48:44.3,50:16.6,0 days 00:01:32.364327,64,100000,0.011583919,0.027993827,0.9,0.000971986,5000,medium,1,5000,16,PRUNED
895,895,11,57:44.7,59:34.8,0 days 00:01:50.049144,256,10000,0.077891381,0.273959855,0.9999,4.71E-05,1000,large,1,5000,4,PRUNED
899,899,11,05:57.0,07:41.7,0 days 00:01:44.771815,512,1000000,0.046970965,0.004141844,0.9999,0.001252246,1000,tiny,1,10000,256,PRUNED
964,964,11,17:51.6,19:38.7,0 days 00:01:47.063851,512,1000000,0.029788389,0.151564345,0.98,0.000601448,10000,small,1,5000,8,PRUNED
1187,1187,11,08:37.2,10:43.3,0 days 00:02:06.155627,512,1000000,0.006763083,0.194788463,0.999,3.58E-05,5000,medium,1,15000,16,PRUNED
1329,1329,11,56:00.6,58:03.1,0 days 00:02:02.482617,512,10000,0.020647167,0.0839257,0.95,0.0011759,20000,medium,1,5000,1,PRUNED
1504,1504,11,54:29.8,55:26.0,0 days 00:00:56.180155,512,1000000,0.075031999,0.003659138,0.999,0.00063146,5000,tiny,4,10000,8,PRUNED
1571,1571,11,04:22.2,05:07.2,0 days 00:00:45.077271,512,100000,0.029931836,0.210542309,0.9,0.001746331,1000,tiny,8,5000,128,PRUNED
1668,1668,11,11:05.3,13:26.3,0 days 00:02:20.931157,512,100000,0.040737649,0.21395512,0.9,2.09E-05,1000,large,1,5000,16,PRUNED
1679,1679,11,36:47.3,37:43.2,0 days 00:00:55.918436,100,100000,0.015404862,0.043752762,0.9,0.000875594,1000,tiny,8,5000,256,PRUNED
1727,1727,11,07:08.4,09:00.4,0 days 00:01:51.948362,512,100000,0.0026111,0.107416156,0.9,6.45E-05,1000,small,1,5000,4,PRUNED
1804,1804,11,50:23.8,51:23.7,0 days 00:00:59.837981,64,10000,0.016759556,0.013406114,0.9,0.00273833,1000,tiny,2,5000,128,PRUNED
1861,1861,11,47:02.2,49:16.5,0 days 00:02:14.363986,512,100000,0.00163842,0.001736082,0.99,0.000125851,1000,medium,1,5000,1,PRUNED
1992,1992,11,03:18.3,04:37.8,0 days 00:01:19.498954,512,10000,0.00495716,0.101613497,0.99,0.002450242,10000,medium,2,5000,128,PRUNED
1993,1993,11,04:37.8,06:18.0,0 days 00:01:40.185005,100,1000000,0.004120207,0.109154367,0.99,0.000516582,10000,medium,1,15000,128,PRUNED
2025,2025,11,08:55.3,10:40.7,0 days 00:01:45.386513,256,100000,0.001869687,0.128750194,0.95,0.000366954,5000,large,1,5000,1000,PRUNED
2126,2126,11,13:55.8,14:52.4,0 days 00:00:56.596865,32,50000,0.106591166,0.005826272,0.9,0.000514105,5000,tiny,2,5000,256,PRUNED
2143,2143,11,49:34.8,50:21.6,0 days 00:00:46.848978,256,50000,0.123474029,0.022464203,0.95,0.000475451,5000,medium,8,5000,16,PRUNED
2147,2147,11,55:32.7,57:13.9,0 days 00:01:41.176746,512,100000,0.00242101,0.128748994,0.99,0.000114267,10000,tiny,1,5000,16,PRUNED
2222,2222,11,03:05.5,03:55.8,0 days 00:00:50.391130,256,100000,0.067483517,0.158688837,0.9,0.000917459,1000,tiny,4,1000,16,PRUNED
2301,2301,11,21:58.3,23:09.4,0 days 00:01:11.112710,512,100000,0.019774235,0.005554687,0.9,0.000496744,1000,small,2,20000,1000,PRUNED
2322,2322,11,58:26.5,59:18.0,0 days 00:00:51.496031,64,100000,0.001808382,0.032263541,0.99,0.000774954,1000,medium,4,5000,128,PRUNED
2435,2435,11,32:21.5,34:16.3,0 days 00:01:54.872794,512,50000,0.002858814,0.107025416,0.9,3.04E-05,1000,small,1,20000,1,PRUNED
