,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_ortho_init,params_vf_coef,state
3,3,141,25:21.0,33:36.2,0 days 00:08:15.141628,tanh,16,0.4,5.76E-05,0.95,0.995,3.72E-05,0.9,5,64,large,FALSE,0.691514428,COMPLETE
384,384,141,00:25.8,09:51.6,0 days 00:09:25.761598,tanh,32,0.1,2.13E-06,0.99,0.99,5.29E-05,0.6,20,64,large,TRUE,1.38E-05,PRUNED
409,409,141,46:32.3,51:46.0,0 days 00:05:13.709240,relu,128,0.3,7.26E-08,0.99,0.99,2.51E-05,0.7,20,64,medium,TRUE,5.06E-06,PRUNED
79,79,140,15:58.5,23:11.1,0 days 00:07:12.554418,relu,128,0.2,3.16E-08,0.8,0.995,2.77E-05,5,20,64,large,TRUE,2.00E-05,PRUNED
61,61,139,43:50.6,50:21.1,0 days 00:06:30.575955,relu,64,0.3,3.71E-08,0.92,0.99,3.21E-05,5,20,128,large,TRUE,2.63E-05,PRUNED
45,45,137,54:39.1,07:33.7,0 days 00:12:54.595338,relu,128,0.2,1.20E-08,0.8,0.999,1.99E-05,0.3,20,64,large,TRUE,0.000203952,COMPLETE
241,241,136,49:02.3,50:31.2,0 days 00:01:28.949837,relu,256,0.3,4.67E-08,0.99,0.99,3.42E-05,0.9,20,2048,medium,TRUE,1.08E-05,PRUNED
286,286,136,12:30.5,34:57.8,0 days 00:22:27.271474,relu,8,0.1,5.06E-08,0.99,0.98,2.78E-05,0.8,20,512,small,TRUE,4.32E-06,PRUNED
600,600,135,02:18.2,03:54.4,0 days 00:01:36.210746,relu,512,0.3,4.38E-08,0.99,0.99,1.21E-05,5,20,256,medium,TRUE,5.60E-07,PRUNED
605,605,134,28:51.6,41:43.2,0 days 00:12:51.645169,relu,16,0.3,1.18E-07,0.99,0.99,1.00E-05,0.3,20,1024,medium,TRUE,2.92E-07,PRUNED
62,62,126,50:21.1,53:53.7,0 days 02:03:32.573053,relu,8,0.3,4.14E-08,0.92,0.99,2.77E-05,5,20,32,large,TRUE,2.22E-05,COMPLETE
191,191,126,43:04.7,50:53.2,0 days 00:07:48.551563,tanh,32,0.1,8.07E-07,0.99,0.995,0.000301452,0.6,20,512,medium,TRUE,1.20E-06,PRUNED
83,83,122,43:05.8,49:53.6,0 days 00:06:47.791132,relu,128,0.2,2.44E-08,0.8,0.9999,2.10E-05,0.3,10,64,large,TRUE,6.40E-05,COMPLETE
40,40,121,14:23.1,21:27.8,0 days 00:07:04.728348,relu,128,0.2,4.96E-08,0.8,0.9999,2.35E-05,0.3,10,64,large,TRUE,0.000102689,COMPLETE
144,144,121,21:25.3,23:43.4,0 days 00:02:18.073110,relu,512,0.3,4.22E-07,0.99,0.995,1.81E-05,0.7,20,2048,medium,TRUE,3.52E-06,COMPLETE
264,264,121,05:14.8,13:02.8,0 days 00:07:48.016243,relu,32,0.1,1.81E-06,0.99,0.99,1.23E-05,0.8,20,512,medium,TRUE,3.78E-06,PRUNED
633,633,121,45:51.9,49:22.2,0 days 00:03:30.297951,tanh,128,0.4,1.30E-07,0.95,0.999,0.000141693,0.9,20,2048,medium,TRUE,5.44E-06,PRUNED
22,22,120,59:37.8,01:56.2,0 days 00:02:18.395033,tanh,16,0.1,7.33E-05,0.9,0.995,0.000185415,0.6,1,16,large,FALSE,4.92E-07,COMPLETE
73,73,119,35:14.6,38:36.2,0 days 00:03:21.542289,relu,128,0.2,2.57E-08,0.8,0.9999,2.47E-05,0.3,10,64,large,TRUE,0.000132045,PRUNED
428,428,117,59:28.8,34:46.3,0 days 00:35:17.552263,relu,8,0.3,8.79E-07,0.99,0.999,2.24E-05,0.7,20,16,medium,TRUE,0.000992592,PRUNED
127,127,116,36:53.8,38:31.0,0 days 00:01:37.212686,relu,256,0.3,7.04E-07,0.99,0.99,2.58E-05,0.9,20,2048,medium,TRUE,1.36E-06,PRUNED
615,615,108,14:34.7,21:58.9,0 days 00:07:24.130763,relu,32,0.3,1.54E-07,0.99,0.995,7.60E-05,0.5,20,2048,medium,TRUE,6.95E-07,PRUNED
275,275,107,32:58.7,40:35.9,0 days 00:07:37.228951,relu,32,0.3,0.000183286,0.99,0.99,1.59E-05,0.8,20,128,medium,TRUE,2.11E-06,PRUNED
280,280,107,19:56.4,21:36.7,0 days 00:01:40.290220,relu,256,0.3,1.02E-08,0.99,0.99,1.76E-05,0.3,20,1024,medium,TRUE,0.00032251,PRUNED
581,581,107,14:25.0,22:44.6,0 days 00:08:19.692123,tanh,256,0.3,6.36E-07,0.99,0.98,0.000290672,0.9,20,64,medium,TRUE,6.39E-06,PRUNED
42,42,106,28:37.2,35:06.2,0 days 00:06:29.020518,relu,128,0.2,2.68E-08,0.8,0.9999,5.14E-05,0.3,10,64,large,TRUE,4.48E-05,COMPLETE
48,48,106,32:02.0,41:49.8,0 days 00:09:47.811449,relu,256,0.2,1.10E-07,0.8,0.999,3.71E-05,0.3,20,64,medium,TRUE,0.000100826,COMPLETE
355,355,106,29:23.4,37:08.7,0 days 00:07:45.302940,relu,32,0.3,6.51E-05,0.99,0.999,4.19E-05,0.5,20,512,medium,TRUE,2.01E-07,PRUNED
418,418,105,18:53.7,19:46.8,0 days 00:00:53.060419,relu,128,0.4,1.40E-08,0.99,0.99,0.000261958,0.7,1,2048,medium,TRUE,0.002520551,PRUNED
541,541,105,52:01.3,53:41.3,0 days 00:01:40.018144,relu,256,0.3,2.65E-07,0.98,0.99,2.10E-05,0.9,20,2048,medium,TRUE,3.50E-07,PRUNED
645,645,105,07:19.5,08:09.7,0 days 00:00:50.165172,relu,256,0.1,1.60E-07,0.99,0.99,1.26E-05,0.3,5,2048,medium,TRUE,1.62E-05,PRUNED
65,65,103,46:56.6,48:47.7,0 days 00:01:51.045011,relu,256,0.2,1.47E-07,0.92,0.999,0.000129216,2,1,64,large,TRUE,0.000249487,COMPLETE
287,287,103,34:57.8,31:51.0,0 days 00:56:53.238175,relu,8,0.1,2.63E-08,0.9,0.995,0.000268458,0.6,20,512,medium,TRUE,9.07E-05,PRUNED
356,356,103,37:08.7,17:54.0,0 days 00:40:45.345844,relu,32,0.1,1.90E-07,0.8,0.995,3.06E-05,0.9,20,8,medium,FALSE,6.57E-06,PRUNED
377,377,103,40:41.3,02:52.0,0 days 02:22:10.694178,relu,8,0.3,1.31E-07,0.99,0.99,0.000154186,0.8,20,1024,medium,TRUE,0.007943575,COMPLETE
60,60,102,37:41.9,43:50.6,0 days 00:06:08.684665,relu,64,0.3,6.83E-08,0.92,0.99,1.02E-05,0.7,20,128,large,TRUE,0.000164311,PRUNED
84,84,102,49:53.6,00:10.2,0 days 00:10:16.566872,relu,16,0.2,5.92E-08,0.8,0.9999,1.25E-05,0.3,10,64,large,TRUE,2.85E-05,PRUNED
361,361,102,45:25.0,16:59.7,0 days 00:31:34.667422,relu,8,0.2,2.15E-08,0.99,0.99,2.32E-05,1,20,2048,medium,TRUE,2.42E-07,PRUNED
420,420,102,22:16.2,30:44.9,0 days 00:08:28.673071,relu,128,0.3,8.24E-08,0.8,0.99,7.31E-05,0.6,20,32,medium,TRUE,1.78E-06,PRUNED
473,473,102,14:56.8,16:00.5,0 days 00:01:03.623306,relu,256,0.3,7.40E-07,0.99,0.99,2.48E-05,0.8,5,512,large,TRUE,9.64E-06,PRUNED
544,544,102,13:45.3,18:09.5,0 days 00:04:24.291175,relu,32,0.3,4.89E-08,0.92,0.995,1.45E-05,0.3,10,256,medium,TRUE,0.009821378,PRUNED
643,643,102,52:39.4,00:53.5,0 days 00:08:14.078320,relu,32,0.3,0.000252127,0.99,0.95,2.57E-05,0.7,20,64,medium,TRUE,0.000781119,PRUNED
326,326,100,32:02.7,36:08.8,0 days 00:04:06.120659,relu,32,0.1,5.03E-07,0.99,0.995,4.84E-05,2,5,16,medium,TRUE,3.15E-07,PRUNED
648,648,97,20:21.1,22:28.0,0 days 00:02:06.882575,tanh,256,0.3,5.33E-05,0.99,0.999,1.85E-05,0.7,20,2048,medium,TRUE,0.113173946,PRUNED
561,561,89,04:46.1,43:57.6,0 days 00:39:11.510092,relu,32,0.3,6.18E-08,0.99,0.95,1.98E-05,0.7,20,8,medium,TRUE,0.007256427,PRUNED
69,69,88,05:19.4,17:21.8,0 days 00:12:02.366748,relu,64,0.2,2.10E-07,0.95,0.99,4.16E-05,0.5,10,16,large,TRUE,1.60E-05,PRUNED
132,132,88,48:14.3,51:33.6,0 days 00:03:19.316729,relu,256,0.3,2.81E-07,0.99,0.99,1.40E-05,0.9,20,2048,medium,TRUE,5.86E-06,COMPLETE
157,157,88,53:54.1,05:29.8,0 days 00:11:35.674340,relu,32,0.3,9.17E-08,0.99,0.995,1.25E-05,0.8,20,256,small,TRUE,6.80E-07,COMPLETE
177,177,88,23:13.8,38:57.3,0 days 00:15:43.510847,tanh,32,0.1,3.93E-07,0.95,0.995,2.85E-05,0.5,20,1024,medium,TRUE,3.30E-07,COMPLETE
179,179,88,55:46.8,01:50.9,0 days 00:06:04.106418,tanh,32,0.1,5.41E-07,0.99,0.995,6.75E-05,0.8,20,32,small,TRUE,5.34E-07,PRUNED
456,456,88,23:18.7,40:46.9,0 days 00:17:28.240988,relu,32,0.1,1.90E-08,0.99,0.995,3.38E-05,0.7,20,16,medium,TRUE,0.000126455,PRUNED
616,616,88,21:58.9,29:50.1,0 days 00:07:51.235399,relu,256,0.1,1.05E-06,0.99,0.99,1.29E-05,0.7,20,32,medium,TRUE,4.22E-06,PRUNED
627,627,88,34:38.1,40:41.9,0 days 00:06:03.776942,relu,256,0.1,1.96E-07,0.99,0.9,4.48E-05,0.7,20,64,medium,TRUE,2.01E-07,PRUNED
15,15,87,39:59.2,43:17.6,0 days 00:03:18.419997,tanh,32,0.1,1.61E-05,0.9,0.95,0.000149442,0.6,5,256,small,TRUE,4.40E-06,COMPLETE
23,23,87,01:56.2,08:39.8,0 days 00:06:43.505149,tanh,16,0.1,4.59E-05,0.9,0.995,0.000249507,0.6,5,16,medium,TRUE,6.57E-06,COMPLETE
46,46,87,07:33.7,18:39.3,0 days 00:11:05.598415,relu,128,0.3,5.49E-08,0.8,0.999,1.40E-05,0.3,20,32,large,TRUE,0.000321685,PRUNED
51,51,87,50:08.0,44:00.5,0 days 00:53:52.558318,relu,8,0.2,1.62E-08,0.8,0.999,3.52E-05,0.3,20,64,large,TRUE,6.94E-05,PRUNED
64,64,87,43:45.4,46:56.6,0 days 00:03:11.194313,relu,64,0.2,9.03E-08,0.98,0.99,3.95E-05,5,10,512,large,TRUE,9.89E-06,PRUNED
77,77,87,12:19.9,13:43.8,0 days 00:01:23.896899,relu,256,0.2,4.14E-08,0.8,0.9999,4.76E-05,2,10,128,small,TRUE,3.58E-05,PRUNED
78,78,87,13:43.8,15:58.5,0 days 00:02:14.756859,relu,128,0.3,1.09E-08,0.98,0.9999,1.71E-05,0.3,5,64,large,TRUE,0.000133207,PRUNED
86,86,87,25:53.9,32:29.7,0 days 00:06:35.850842,relu,256,0.2,1.80E-08,0.8,0.98,3.18E-05,1,20,64,large,TRUE,0.000117876,PRUNED
238,238,87,28:24.7,46:34.1,0 days 00:18:09.462308,relu,32,0.4,1.05E-06,0.99,0.995,1.99E-05,0.7,20,1024,medium,TRUE,0.000254953,COMPLETE
254,254,87,30:52.0,33:27.1,0 days 00:02:35.132211,relu,128,0.3,2.49E-06,0.99,0.995,1.23E-05,0.8,20,2048,medium,TRUE,1.86E-06,PRUNED
266,266,87,19:57.8,33:25.8,0 days 00:13:27.990328,tanh,32,0.1,1.20E-06,0.99,0.995,1.45E-05,0.8,20,16,medium,TRUE,5.50E-06,PRUNED
324,324,87,22:27.1,23:58.2,0 days 00:01:31.114684,relu,256,0.2,7.03E-07,0.99,0.95,0.000597122,0.6,20,1024,medium,TRUE,2.49E-06,PRUNED
333,333,87,21:07.9,23:07.2,0 days 00:01:59.300619,tanh,256,0.3,3.14E-07,0.99,0.995,2.42E-05,0.6,20,256,medium,TRUE,1.44E-06,PRUNED
404,404,87,58:44.9,26:54.9,0 days 00:28:09.955749,tanh,8,0.1,0.00847247,0.8,0.995,2.15E-05,0.3,20,128,medium,TRUE,4.86E-07,PRUNED
522,522,87,54:57.4,03:38.7,0 days 00:08:41.344774,tanh,128,0.3,3.63E-08,0.99,0.99,0.000399235,0.8,20,2048,medium,TRUE,0.000138126,COMPLETE
565,565,87,56:09.3,12:46.3,0 days 00:16:36.946405,relu,256,0.3,4.18E-08,1,0.9999,1.05E-05,2,20,16,medium,TRUE,3.12E-05,PRUNED
595,595,87,05:15.4,21:12.7,0 days 00:15:57.252050,tanh,256,0.1,9.56E-07,0.99,0.99,2.36E-05,0.3,20,16,medium,TRUE,7.64E-06,PRUNED
596,596,87,21:12.7,26:49.7,0 days 00:05:37.004879,relu,32,0.3,2.59E-05,0.99,0.995,1.42E-05,0.5,5,1024,medium,TRUE,0.002146377,COMPLETE
464,464,86,44:59.8,47:11.4,0 days 00:02:11.617710,relu,128,0.3,1.42E-07,0.99,0.99,0.000126703,0.3,20,2048,small,TRUE,2.84E-06,PRUNED
590,590,86,28:02.1,45:39.6,0 days 01:17:37.503374,relu,32,0.3,0.000911003,0.99,0.995,1.19E-05,0.9,20,8,medium,TRUE,0.00052993,COMPLETE
406,406,84,29:37.8,31:12.1,0 days 00:01:34.356450,relu,256,0.1,2.50E-07,0.9,0.995,5.23E-05,0.6,20,2048,medium,TRUE,7.65E-07,PRUNED
397,397,81,34:02.4,35:51.8,0 days 00:01:49.428285,relu,128,0.3,9.42E-05,0.99,0.999,3.96E-05,0.9,10,2048,medium,TRUE,3.14E-06,PRUNED
445,445,81,48:54.0,50:48.4,0 days 00:01:54.325409,tanh,256,0.3,5.24E-08,0.99,0.995,2.10E-05,0.9,20,2048,medium,TRUE,1.36E-06,PRUNED
449,449,75,02:28.8,30:24.1,0 days 00:27:55.319212,tanh,8,0.3,7.38E-08,0.99,0.99,2.80E-05,0.5,20,32,medium,TRUE,9.98E-07,PRUNED
9,9,72,25:46.4,28:06.6,0 days 00:02:20.154914,tanh,16,0.1,0.001153873,0.92,0.995,8.02E-05,0.6,1,128,large,FALSE,1.50E-07,COMPLETE
11,11,72,29:49.9,32:01.8,0 days 00:02:11.949706,tanh,16,0.1,0.00102061,0.92,0.995,6.59E-05,0.6,1,128,large,FALSE,1.05E-07,COMPLETE
12,12,72,32:01.8,34:12.0,0 days 00:02:10.146552,tanh,16,0.1,0.001253106,0.92,0.995,5.03E-05,0.6,1,128,large,FALSE,1.86E-05,COMPLETE
13,13,72,34:12.0,36:23.5,0 days 00:02:11.572010,tanh,16,0.4,0.000198523,0.92,0.995,1.02E-05,0.9,1,128,large,FALSE,0.000597146,COMPLETE
14,14,72,36:23.5,39:59.2,0 days 00:03:35.660368,tanh,8,0.1,0.005558926,0.95,0.9999,0.000115908,1,1,64,large,FALSE,1.67E-07,COMPLETE
32,32,72,28:39.3,35:35.7,0 days 00:06:56.413556,relu,128,0.2,6.24E-06,0.9,0.9999,0.000367061,0.9,10,64,large,TRUE,1.60E-06,COMPLETE
66,66,72,48:47.7,50:05.0,0 days 00:01:17.325644,relu,128,0.3,5.73E-08,0.99,0.99,2.70E-05,5,10,128,small,TRUE,3.41E-05,PRUNED
67,67,72,50:05.0,58:31.1,0 days 00:08:26.089171,relu,128,0.2,1.67E-08,0.92,0.98,7.80E-05,1,20,2048,large,TRUE,8.45E-05,COMPLETE
85,85,72,00:10.2,25:53.9,0 days 00:25:43.694128,relu,128,0.2,1.11E-07,0.95,0.9999,4.50E-05,0.3,10,8,large,TRUE,4.62E-05,PRUNED
97,97,72,36:25.9,40:42.0,0 days 00:04:16.127510,relu,64,0.3,2.70E-08,0.99,0.99,1.00E-05,0.9,20,2048,medium,FALSE,4.23E-06,PRUNED
167,167,72,16:54.0,24:52.4,0 days 00:07:58.468562,relu,32,0.1,1.04E-06,1,0.995,2.64E-05,0.8,20,2048,medium,TRUE,2.17E-07,PRUNED
180,180,72,01:50.9,02:50.3,0 days 00:00:59.351781,tanh,512,0.4,2.75E-07,0.99,0.995,1.58E-05,0.5,20,1024,medium,TRUE,2.09E-07,PRUNED
192,192,72,50:53.2,57:10.4,0 days 00:06:17.202530,tanh,32,0.3,4.95E-07,0.99,0.95,1.01E-05,1,20,1024,medium,TRUE,8.58E-07,PRUNED
194,194,72,08:04.0,44:17.9,0 days 00:36:13.971699,relu,8,0.1,1.10E-06,0.99,0.995,1.50E-05,0.5,20,16,medium,TRUE,1.27E-06,PRUNED
204,204,72,20:59.8,28:30.2,0 days 00:07:30.404152,relu,32,0.3,2.54E-07,0.99,0.995,1.79E-05,0.7,20,2048,medium,TRUE,0.004504534,PRUNED
205,205,72,28:30.2,45:51.7,0 days 00:17:21.457362,relu,32,0.3,9.35E-08,0.99,0.995,1.40E-05,0.7,20,2048,medium,TRUE,3.86E-06,COMPLETE
216,216,72,01:38.5,09:47.6,0 days 00:08:09.046665,relu,32,0.3,5.74E-07,0.99,0.99,3.25E-05,0.5,20,32,medium,TRUE,3.41E-07,PRUNED
226,226,72,49:47.2,51:31.9,0 days 00:01:44.618303,tanh,256,0.3,4.02E-06,0.99,0.99,1.88E-05,0.8,20,512,medium,TRUE,9.47E-07,PRUNED
239,239,72,46:34.1,48:10.2,0 days 00:01:36.092691,tanh,256,0.3,1.89E-07,1,0.9,1.44E-05,0.9,20,2048,medium,TRUE,8.77E-07,PRUNED
261,261,72,41:12.6,47:35.2,0 days 00:06:22.632883,tanh,32,0.3,5.29E-07,0.9,0.95,1.01E-05,0.7,20,2048,medium,TRUE,3.33E-07,PRUNED
268,268,72,49:34.4,56:57.8,0 days 00:07:23.395871,relu,32,0.1,7.64E-07,0.99,0.99,1.23E-05,0.8,20,512,medium,TRUE,4.52E-06,PRUNED
277,277,72,48:33.5,50:07.2,0 days 00:01:33.719473,relu,256,0.3,2.25E-07,0.99,0.9,0.000543453,0.9,20,1024,medium,TRUE,1.62E-05,PRUNED
288,288,72,31:51.1,06:12.7,0 days 00:34:21.658614,relu,8,0.1,1.15E-07,0.99,0.95,3.86E-05,0.6,20,1024,medium,TRUE,0.000126601,PRUNED
299,299,72,34:06.9,35:44.3,0 days 00:01:37.397377,relu,256,0.3,8.09E-08,1,0.99,6.96E-05,1,20,256,medium,TRUE,4.10E-06,PRUNED
307,307,72,14:03.8,20:02.2,0 days 00:05:58.410592,tanh,32,0.1,4.53E-08,0.92,0.99,2.89E-05,0.6,20,512,small,TRUE,1.80E-06,PRUNED
321,321,72,24:26.2,29:30.3,0 days 00:05:04.165330,relu,256,0.1,5.56E-08,0.99,0.995,1.34E-05,0.7,20,64,medium,TRUE,1.28E-06,PRUNED
330,330,72,41:47.8,46:32.4,0 days 00:04:44.624183,relu,64,0.3,9.75E-08,0.99,0.995,1.01E-05,0.7,20,2048,medium,TRUE,0.00064315,PRUNED
341,341,72,27:25.1,44:18.9,0 days 00:16:53.758190,relu,16,0.3,7.00E-08,0.99,0.995,8.35E-05,0.3,20,2048,medium,TRUE,8.73E-06,PRUNED
342,342,72,44:18.9,45:10.9,0 days 00:00:52.018198,relu,32,0.1,1.08E-06,0.99,0.98,0.000206794,0.9,1,512,medium,TRUE,1.97E-06,PRUNED
343,343,72,45:10.9,46:41.7,0 days 00:01:30.807052,relu,256,0.3,2.02E-08,0.99,0.995,1.91E-05,0.6,20,1024,medium,TRUE,1.29E-05,PRUNED
357,357,72,17:54.0,19:23.0,0 days 00:01:29.003662,relu,256,0.3,3.89E-07,0.99,0.99,1.44E-05,0.7,20,1024,medium,TRUE,4.00E-06,PRUNED
382,382,72,37:01.4,53:35.4,0 days 00:16:33.972742,tanh,32,0.1,7.76E-07,0.99,0.99,3.90E-05,0.6,20,1024,medium,TRUE,8.70E-06,COMPLETE
385,385,72,09:51.6,17:33.5,0 days 00:07:41.959917,tanh,32,0.1,3.41E-07,0.99,0.99,1.49E-05,0.6,20,32,medium,TRUE,1.82E-05,PRUNED
401,401,72,46:02.3,48:50.6,0 days 00:02:48.302922,relu,128,0.1,1.80E-07,0.99,0.995,4.69E-05,0.9,20,2048,medium,TRUE,1.57E-06,PRUNED
405,405,72,26:54.9,29:37.8,0 days 00:02:42.897577,relu,128,0.3,3.47E-05,0.99,0.95,3.55E-05,0.9,20,1024,medium,TRUE,2.27E-06,PRUNED
427,427,72,52:42.0,59:28.8,0 days 00:06:46.775801,tanh,64,0.3,1.57E-07,0.99,0.9,0.00050801,0.6,20,2048,medium,TRUE,5.31E-06,PRUNED
435,435,72,42:10.2,03:07.2,0 days 00:20:57.043050,relu,16,0.3,2.38E-08,0.9,0.99,1.75E-05,0.7,20,2048,large,TRUE,0.000586264,PRUNED
436,436,72,03:07.2,04:43.0,0 days 00:01:35.809874,tanh,256,0.4,1.04E-05,0.99,0.99,0.000604355,0.9,20,1024,medium,TRUE,0.004564695,PRUNED
442,442,72,48:28.0,50:05.6,0 days 00:01:37.510137,relu,256,0.1,5.18E-07,0.99,0.999,0.000306298,0.9,20,2048,medium,TRUE,2.62E-06,PRUNED
457,457,72,40:46.9,55:39.0,0 days 00:14:52.104156,relu,16,0.2,2.20E-07,0.99,0.99,1.77E-05,2,20,2048,medium,TRUE,9.67E-06,PRUNED
488,488,72,06:59.9,08:40.3,0 days 00:01:40.462306,tanh,256,0.3,1.70E-07,0.95,0.995,7.14E-05,0.7,20,1024,medium,TRUE,1.65E-05,PRUNED
489,489,72,08:40.3,28:53.9,0 days 00:20:13.572459,relu,32,0.1,5.20E-07,0.99,0.99,0.000128016,0.9,20,16,medium,TRUE,1.87E-06,PRUNED
512,512,72,04:03.0,12:28.7,0 days 00:08:25.625828,tanh,32,0.3,7.67E-08,0.99,0.99,2.27E-05,0.7,20,2048,large,FALSE,3.88E-07,PRUNED
514,514,72,14:23.1,21:16.9,0 days 00:06:53.723232,tanh,64,0.3,1.98E-07,0.92,0.99,1.46E-05,0.9,20,2048,medium,TRUE,0.957195373,PRUNED
523,523,72,03:38.7,06:11.0,0 days 00:02:32.274552,relu,32,0.3,1.04E-08,0.99,0.99,0.000109601,0.9,5,2048,medium,TRUE,0.00160235,PRUNED
534,534,72,10:34.3,13:26.4,0 days 00:02:52.113150,relu,128,0.3,5.28E-08,0.99,0.95,1.67E-05,0.7,20,2048,medium,TRUE,1.46E-07,PRUNED
543,543,72,12:04.6,13:45.3,0 days 00:01:40.645306,relu,256,0.3,7.33E-08,0.92,0.995,1.25E-05,0.3,20,2048,medium,TRUE,0.001063056,PRUNED
556,556,72,38:34.3,40:13.7,0 days 00:01:39.336345,relu,256,0.3,2.88E-08,0.92,0.995,7.17E-05,0.3,20,2048,medium,TRUE,0.000206364,PRUNED
558,558,72,48:49.3,57:14.2,0 days 00:08:24.919964,relu,32,0.3,1.37E-07,0.99,0.98,0.000161001,0.7,20,2048,medium,TRUE,5.04E-06,PRUNED
592,592,72,47:25.4,55:51.7,0 days 00:08:26.285979,tanh,64,0.3,4.95E-07,0.8,0.995,2.82E-05,0.8,20,2048,medium,TRUE,4.36E-05,PRUNED
599,599,72,53:44.1,02:18.2,0 days 00:08:34.055584,tanh,32,0.3,0.005957759,0.98,0.9,1.72E-05,0.7,20,2048,large,TRUE,0.193604953,PRUNED
619,619,72,30:27.8,32:30.0,0 days 00:02:02.228110,relu,128,0.2,6.78E-08,0.99,0.995,2.84E-05,0.9,20,2048,small,TRUE,0.00103744,PRUNED
644,644,72,00:53.5,07:19.5,0 days 00:06:26.050586,tanh,32,0.3,9.33E-08,0.9,0.995,0.000111346,0.9,20,1024,medium,TRUE,3.07E-07,PRUNED
21,21,71,54:48.7,59:37.8,0 days 00:04:49.139170,tanh,32,0.1,0.000263799,0.99,0.99,0.000103512,0.6,10,32,large,FALSE,6.24E-07,PRUNED
256,256,71,42:17.6,43:01.1,0 days 00:00:43.464871,relu,256,0.1,5.64E-06,0.99,0.995,1.82E-05,0.5,5,2048,medium,TRUE,0.108888589,PRUNED
259,259,71,56:49.2,04:44.2,0 days 00:07:55.043912,relu,256,0.1,9.40E-08,0.99,0.995,2.31E-05,0.7,20,32,medium,TRUE,1.16E-06,PRUNED
338,338,71,46:56.1,53:53.7,0 days 00:06:57.687286,tanh,32,0.3,2.22E-06,0.99,0.995,3.44E-05,0.5,20,64,medium,TRUE,3.76E-06,PRUNED
412,412,71,59:56.7,02:36.8,0 days 00:02:40.075149,relu,128,0.3,5.34E-08,0.99,0.99,1.68E-05,0.7,20,1024,medium,TRUE,4.12E-06,PRUNED
481,481,71,25:43.6,27:14.1,0 days 00:01:30.510939,relu,256,0.3,2.72E-08,0.99,0.99,2.08E-05,0.3,20,2048,medium,TRUE,6.74E-06,PRUNED
68,68,70,58:31.1,05:19.4,0 days 00:06:48.339222,relu,128,0.4,3.58E-08,1,0.999,2.04E-05,0.8,10,64,large,TRUE,0.000415406,COMPLETE
400,400,70,42:57.2,46:02.3,0 days 00:03:05.148523,relu,128,0.3,5.56E-07,0.95,0.995,8.78E-05,0.9,20,2048,medium,TRUE,9.86E-07,PRUNED
493,493,70,44:01.7,50:22.5,0 days 00:06:20.735004,tanh,32,0.3,2.67E-07,0.99,0.99,0.001217695,0.8,20,2048,medium,FALSE,1.36E-07,PRUNED
200,200,69,45:54.8,53:02.1,0 days 00:07:07.324308,relu,32,0.1,4.02E-07,1,0.999,2.36E-05,0.9,20,2048,medium,TRUE,3.58E-07,PRUNED
480,480,69,24:38.8,25:43.6,0 days 00:01:04.805563,relu,512,0.1,6.65E-06,0.98,0.995,3.21E-05,0.9,20,1024,medium,TRUE,2.27E-06,PRUNED
80,80,63,23:11.1,29:12.6,0 days 00:06:01.526390,relu,128,0.4,9.16E-07,0.92,0.999,7.01E-05,0.3,10,32,large,FALSE,7.78E-05,PRUNED
327,327,56,36:08.8,33:45.5,0 days 00:57:36.759308,relu,256,0.3,1.77E-06,0.8,0.999,0.000407053,0.8,20,8,medium,TRUE,2.13E-05,PRUNED
17,17,54,44:55.6,46:34.5,0 days 00:01:38.952142,tanh,32,0.3,1.67E-05,0.9,0.95,0.000234536,0.5,5,256,small,TRUE,0.000671223,PRUNED
18,18,54,46:34.5,47:25.2,0 days 00:00:50.707698,relu,128,0.4,0.000103612,0.98,0.9,0.000604725,2,5,512,small,TRUE,5.69E-05,PRUNED
25,25,54,13:07.0,14:55.1,0 days 00:01:48.159955,tanh,16,0.4,0.000195493,0.9,0.995,0.000164164,0.9,1,256,small,FALSE,0.000164718,COMPLETE
53,53,54,46:09.4,52:51.5,0 days 00:06:42.134702,relu,128,0.2,1.01E-08,0.8,0.98,2.15E-05,1,20,64,large,TRUE,9.10E-05,PRUNED
55,55,54,54:49.2,01:52.5,0 days 00:07:03.227107,relu,128,0.2,2.41E-08,0.8,0.999,1.45E-05,0.8,20,64,large,TRUE,3.04E-05,PRUNED
75,75,54,40:51.6,06:16.4,0 days 00:25:24.775388,relu,8,0.2,8.50E-08,0.8,0.95,3.43E-05,0.3,10,64,large,TRUE,6.59E-05,PRUNED
149,149,54,03:31.5,39:35.6,0 days 00:36:04.109461,relu,8,0.3,1.25E-06,0.99,0.995,3.84E-05,0.7,20,8,medium,TRUE,6.81E-06,PRUNED
376,376,54,31:49.9,40:41.3,0 days 00:08:51.375818,relu,32,0.3,5.43E-07,0.9,0.995,1.00E-05,0.7,20,512,medium,TRUE,1.68E-07,PRUNED
518,518,54,30:26.5,34:17.4,0 days 00:03:50.865109,tanh,256,0.3,0.000441826,0.95,0.95,2.06E-05,0.9,20,128,medium,TRUE,1.09E-06,PRUNED
